,userId,movieId,rating,timestamp
733.0,,2.0,,
735.0,,1.0,,
736.0,,4.0,,
737.0,,2.0,,
745.0,,2.0,,
748.0,,1.0,,
750.0,,1.0,,
762.0,,1.0,,
778.0,,3.0,,
780.0,,2.0,,
784.0,,1.0,,
785.0,,2.0,,
786.0,,2.0,,
788.0,,2.0,,
799.0,,1.0,,
800.0,,1.0,,
802.0,,1.0,,
803.0,,1.0,,
804.0,,1.0,,
805.0,,1.0,,
832.0,,1.0,,
836.0,,1.0,,
851.0,,1.0,,
858.0,,4.0,,
866.0,,2.0,,
899.0,,1.0,,
903.0,,4.0,,
904.0,,1.0,,
908.0,,1.0,,
909.0,,1.0,,
910.0,,2.0,,
911.0,,1.0,,
912.0,,1.0,,
913.0,,2.0,,
914.0,,2.0,,
916.0,,1.0,,
919.0,,4.0,,
920.0,,1.0,,
922.0,,1.0,,
923.0,,2.0,,
924.0,,2.0,,
926.0,,1.0,,
931.0,,1.0,,
953.0,,1.0,,
994.0,,1.0,,
1011.0,,1.0,,
1016.0,,1.0,,
1020.0,,1.0,,
1022.0,,2.0,,
1027.0,,2.0,,
1028.0,,2.0,,
1029.0,,1.0,,
1030.0,,1.0,,
1031.0,,1.0,,
1032.0,,2.0,,
1033.0,,1.0,,
1035.0,,2.0,,
1036.0,,4.0,,
1041.0,,1.0,,
1047.0,,1.0,,
1059.0,,2.0,,
1060.0,,1.0,,
1061.0,,1.0,,
1073.0,,3.0,,
1077.0,,1.0,,
1079.0,,3.0,,
1080.0,,1.0,,
1084.0,,1.0,,
1088.0,,1.0,,
1089.0,,3.0,,
1092.0,,1.0,,
1093.0,,1.0,,
1094.0,,1.0,,
1095.0,,1.0,,
1097.0,,3.0,,
1100.0,,1.0,,
1101.0,,2.0,,
1120.0,,1.0,,
1125.0,,2.0,,
1127.0,,3.0,,
1129.0,,2.0,,
1131.0,,1.0,,
1136.0,,3.0,,
1147.0,,1.0,,
1148.0,,2.0,,
1171.0,,1.0,,
1172.0,,1.0,,
1173.0,,1.0,,
1176.0,,1.0,,
1177.0,,1.0,,
1178.0,,1.0,,
1179.0,,1.0,,
1183.0,,1.0,,
1186.0,,1.0,,
1189.0,,1.0,,
1193.0,,2.0,,
1194.0,,1.0,,
1196.0,,6.0,,
1197.0,,7.0,,
1198.0,,5.0,,
1199.0,,1.0,,
1200.0,,3.0,,
1201.0,,2.0,,
1203.0,,1.0,,
1204.0,,2.0,,
1206.0,,2.0,,
1207.0,,1.0,,
1208.0,,2.0,,
1209.0,,1.0,,
1210.0,,6.0,,
1211.0,,1.0,,
1212.0,,1.0,,
1213.0,,2.0,,
1214.0,,2.0,,
1215.0,,2.0,,
1217.0,,1.0,,
1218.0,,1.0,,
1219.0,,3.0,,
1220.0,,5.0,,
1221.0,,2.0,,
1222.0,,2.0,,
1223.0,,2.0,,
1225.0,,4.0,,
1228.0,,1.0,,
1230.0,,3.0,,
1231.0,,2.0,,
1233.0,,1.0,,
1234.0,,1.0,,
1235.0,,3.0,,
1240.0,,4.0,,
1242.0,,1.0,,
1243.0,,2.0,,
1244.0,,1.0,,
1246.0,,1.0,,
1247.0,,2.0,,
1248.0,,1.0,,
1249.0,,1.0,,
1250.0,,2.0,,
1251.0,,1.0,,
1252.0,,1.0,,
1254.0,,1.0,,
1257.0,,1.0,,
1258.0,,3.0,,
1259.0,,5.0,,
1260.0,,1.0,,
1262.0,,1.0,,
1263.0,,2.0,,
1264.0,,1.0,,
1265.0,,4.0,,
1266.0,,1.0,,
1267.0,,1.0,,
1270.0,,4.0,,
1271.0,,1.0,,
1272.0,,1.0,,
1275.0,,1.0,,
1276.0,,2.0,,
1278.0,,2.0,,
1280.0,,1.0,,
1281.0,,1.0,,
1282.0,,1.0,,
1283.0,,1.0,,
1284.0,,1.0,,
1285.0,,2.0,,
1287.0,,3.0,,
1288.0,,3.0,,
1289.0,,1.0,,
1290.0,,1.0,,
1291.0,,5.0,,
1293.0,,2.0,,
1295.0,,1.0,,
1297.0,,1.0,,
1298.0,,2.0,,
1302.0,,3.0,,
1303.0,,1.0,,
1304.0,,1.0,,
1307.0,,4.0,,
1320.0,,1.0,,
1332.0,,1.0,,
1333.0,,1.0,,
1334.0,,2.0,,
1339.0,,2.0,,
1342.0,,1.0,,
1343.0,,1.0,,
1344.0,,1.0,,
1353.0,,1.0,,
1356.0,,2.0,,
1357.0,,1.0,,
1358.0,,5.0,,
1361.0,,1.0,,
1370.0,,1.0,,
1371.0,,3.0,,
1372.0,,2.0,,
1373.0,,1.0,,
1374.0,,3.0,,
1375.0,,1.0,,
1376.0,,2.0,,
1377.0,,2.0,,
1378.0,,1.0,,
1380.0,,3.0,,
1385.0,,1.0,,
1387.0,,4.0,,
1388.0,,1.0,,
1391.0,,1.0,,
1393.0,,3.0,,
1394.0,,2.0,,
1396.0,,2.0,,
1405.0,,3.0,,
1407.0,,1.0,,
1408.0,,2.0,,
1411.0,,1.0,,
1423.0,,1.0,,
1449.0,,1.0,,
1459.0,,1.0,,
1464.0,,1.0,,
1466.0,,1.0,,
1476.0,,1.0,,
1479.0,,1.0,,
1483.0,,1.0,,
1484.0,,1.0,,
1485.0,,2.0,,
1499.0,,1.0,,
1500.0,,2.0,,
1502.0,,1.0,,
1503.0,,1.0,,
1513.0,,1.0,,
1541.0,,1.0,,
1544.0,,2.0,,
1552.0,,1.0,,
1580.0,,2.0,,
1584.0,,1.0,,
1611.0,,1.0,,
1617.0,,1.0,,
1625.0,,1.0,,
1639.0,,2.0,,
1663.0,,1.0,,
1674.0,,2.0,,
1680.0,,1.0,,
1682.0,,2.0,,
1687.0,,1.0,,
1690.0,,1.0,,
1704.0,,3.0,,
1719.0,,1.0,,
1721.0,,4.0,,
1732.0,,1.0,,
1747.0,,1.0,,
1754.0,,1.0,,
1777.0,,2.0,,
1784.0,,2.0,,
1805.0,,1.0,,
1858.0,,1.0,,
1876.0,,2.0,,
1884.0,,1.0,,
1887.0,,1.0,,
1909.0,,1.0,,
1917.0,,1.0,,
1918.0,,3.0,,
1923.0,,2.0,,
1953.0,,2.0,,
1954.0,,1.0,,
1961.0,,4.0,,
1967.0,,1.0,,
1968.0,,2.0,,
1994.0,,1.0,,
1997.0,,1.0,,
2000.0,,1.0,,
2001.0,,1.0,,
2002.0,,1.0,,
2003.0,,1.0,,
2005.0,,1.0,,
2014.0,,1.0,,
2018.0,,1.0,,
2019.0,,1.0,,
2020.0,,1.0,,
2021.0,,1.0,,
2023.0,,1.0,,
2028.0,,3.0,,
2033.0,,1.0,,
2034.0,,1.0,,
2038.0,,1.0,,
2042.0,,1.0,,
2046.0,,1.0,,
2054.0,,1.0,,
2064.0,,1.0,,
2072.0,,1.0,,
2078.0,,1.0,,
2080.0,,1.0,,
2081.0,,2.0,,
2085.0,,1.0,,
2086.0,,1.0,,
2087.0,,1.0,,
2091.0,,1.0,,
2094.0,,1.0,,
2096.0,,1.0,,
2100.0,,2.0,,
2102.0,,1.0,,
2105.0,,2.0,,
2108.0,,1.0,,
2109.0,,1.0,,
2110.0,,1.0,,
2114.0,,1.0,,
2115.0,,1.0,,
2124.0,,1.0,,
2125.0,,1.0,,
2139.0,,1.0,,
2140.0,,2.0,,
2141.0,,1.0,,
2143.0,,1.0,,
2144.0,,1.0,,
2150.0,,1.0,,
2161.0,,1.0,,
2174.0,,2.0,,
2193.0,,2.0,,
2194.0,,2.0,,
2248.0,,1.0,,
2249.0,,1.0,,
2259.0,,1.0,,
2263.0,,1.0,,
2268.0,,2.0,,
2273.0,,2.0,,
2278.0,,1.0,,
2289.0,,1.0,,
2291.0,,1.0,,
2294.0,,3.0,,
2302.0,,2.0,,
2318.0,,1.0,,
2324.0,,1.0,,
2329.0,,1.0,,
2344.0,,1.0,,
2348.0,,1.0,,
2353.0,,1.0,,
2355.0,,4.0,,
2371.0,,1.0,,
2391.0,,1.0,,
2394.0,,1.0,,
2396.0,,1.0,,
2403.0,,1.0,,
2406.0,,2.0,,
2409.0,,1.0,,
2410.0,,1.0,,
2423.0,,1.0,,
2424.0,,1.0,,
2427.0,,1.0,,
2454.0,,1.0,,
2455.0,,1.0,,
2460.0,,1.0,,
2467.0,,1.0,,
2490.0,,1.0,,
2501.0,,1.0,,
2502.0,,3.0,,
2513.0,,1.0,,
2528.0,,1.0,,
2529.0,,2.0,,
2539.0,,2.0,,
2551.0,,1.0,,
2571.0,,5.0,,
2572.0,,1.0,,
2596.0,,1.0,,
2616.0,,1.0,,
2628.0,,3.0,,
2640.0,,1.0,,
2657.0,,1.0,,
2659.0,,1.0,,
2668.0,,1.0,,
2683.0,,3.0,,
2692.0,,1.0,,
2694.0,,2.0,,
2699.0,,1.0,,
2702.0,,1.0,,
2706.0,,1.0,,
2716.0,,4.0,,
2720.0,,1.0,,
2723.0,,2.0,,
2724.0,,1.0,,
2734.0,,1.0,,
2761.0,,2.0,,
2762.0,,6.0,,
2770.0,,3.0,,
2788.0,,1.0,,
2791.0,,2.0,,
2795.0,,1.0,,
2797.0,,2.0,,
2804.0,,3.0,,
2822.0,,1.0,,
2826.0,,1.0,,
2827.0,,1.0,,
2840.0,,1.0,,
2841.0,,3.0,,
2857.0,,1.0,,
2858.0,,2.0,,
2861.0,,1.0,,
2867.0,,1.0,,
2872.0,,1.0,,
2877.0,,1.0,,
2881.0,,1.0,,
2890.0,,2.0,,
2902.0,,1.0,,
2903.0,,1.0,,
2907.0,,1.0,,
2908.0,,1.0,,
2916.0,,1.0,,
2918.0,,4.0,,
2926.0,,1.0,,
2959.0,,3.0,,
2968.0,,2.0,,
2986.0,,1.0,,
2987.0,,1.0,,
2991.0,,1.0,,
2995.0,,1.0,,
2997.0,,1.0,,
3005.0,,1.0,,
3016.0,,1.0,,
3019.0,,1.0,,
3034.0,,1.0,,
3039.0,,1.0,,
3040.0,,1.0,,
3052.0,,1.0,,
3060.0,,1.0,,
3071.0,,1.0,,
3101.0,,1.0,,
3104.0,,1.0,,
3108.0,,1.0,,
3114.0,,4.0,,
3146.0,,1.0,,
3147.0,,2.0,,
3148.0,,1.0,,
3157.0,,1.0,,
3169.0,,1.0,,
3175.0,,1.0,,
3176.0,,2.0,,
3179.0,,1.0,,
3208.0,,1.0,,
3210.0,,1.0,,
3243.0,,1.0,,
3251.0,,1.0,,
3255.0,,2.0,,
3263.0,,1.0,,
3265.0,,1.0,,
3298.0,,1.0,,
3300.0,,1.0,,
3324.0,,1.0,,
3354.0,,1.0,,
3396.0,,1.0,,
3408.0,,2.0,,
3424.0,,1.0,,
3474.0,,1.0,,
3510.0,,1.0,,
3578.0,,1.0,,
3623.0,,1.0,,
3624.0,,1.0,,
3671.0,,1.0,,
3751.0,,2.0,,
3753.0,,1.0,,
3770.0,,1.0,,
3773.0,,1.0,,
3780.0,,1.0,,
3791.0,,1.0,,
3793.0,,1.0,,
3794.0,,1.0,,
3798.0,,1.0,,
3799.0,,1.0,,
3801.0,,1.0,,
3809.0,,1.0,,
3825.0,,1.0,,
3827.0,,1.0,,
3829.0,,1.0,,
3831.0,,1.0,,
3841.0,,1.0,,
3844.0,,1.0,,
3861.0,,1.0,,
3863.0,,1.0,,
3864.0,,1.0,,
3865.0,,1.0,,
3869.0,,1.0,,
3871.0,,1.0,,
3873.0,,1.0,,
3879.0,,1.0,,
3885.0,,1.0,,
3886.0,,1.0,,
3897.0,,1.0,,
3916.0,,1.0,,
3948.0,,2.0,,
3949.0,,1.0,,
3986.0,,1.0,,
3988.0,,1.0,,
3996.0,,1.0,,
4006.0,,1.0,,
4011.0,,1.0,,
4014.0,,1.0,,
4018.0,,1.0,,
4019.0,,1.0,,
4022.0,,1.0,,
4025.0,,1.0,,
4034.0,,1.0,,
4226.0,,1.0,,
4262.0,,1.0,,
4306.0,,2.0,,
4308.0,,1.0,,
4310.0,,1.0,,
4321.0,,1.0,,
4447.0,,1.0,,
4448.0,,1.0,,
4641.0,,1.0,,
4718.0,,2.0,,
4878.0,,1.0,,
4886.0,,2.0,,
4896.0,,1.0,,
4963.0,,2.0,,
4973.0,,1.0,,
4975.0,,1.0,,
4993.0,,2.0,,
4995.0,,2.0,,
5064.0,,1.0,,
5266.0,,1.0,,
5299.0,,1.0,,
5349.0,,2.0,,
5378.0,,1.0,,
5445.0,,1.0,,
5464.0,,2.0,,
5630.0,,1.0,,
5650.0,,1.0,,
5669.0,,4.0,,
5679.0,,1.0,,
5816.0,,1.0,,
5952.0,,2.0,,
5989.0,,2.0,,
5995.0,,1.0,,
6184.0,,1.0,,
6218.0,,1.0,,
6373.0,,1.0,,
6377.0,,4.0,,
6378.0,,1.0,,
6502.0,,1.0,,
6598.0,,1.0,,
6711.0,,1.0,,
6870.0,,1.0,,
6874.0,,1.0,,
6879.0,,1.0,,
6942.0,,1.0,,
7090.0,,1.0,,
7143.0,,1.0,,
7153.0,,3.0,,
7361.0,,4.0,,
7438.0,,1.0,,
7502.0,,1.0,,
8368.0,,1.0,,
8376.0,,1.0,,
8464.0,,1.0,,
8533.0,,1.0,,
8622.0,,2.0,,
8636.0,,3.0,,
8644.0,,1.0,,
8784.0,,2.0,,
8873.0,,1.0,,
8874.0,,2.0,,
26614.0,,1.0,,
27369.0,,1.0,,
30707.0,,1.0,,
30749.0,,1.0,,
30793.0,,1.0,,
32587.0,,1.0,,
33166.0,,2.0,,
33493.0,,1.0,,
33679.0,,1.0,,
33794.0,,1.0,,
34162.0,,2.0,,
35836.0,,1.0,,
40583.0,,1.0,,
40819.0,,2.0,,
41566.0,,1.0,,
41569.0,,1.0,,
42007.0,,1.0,,
43556.0,,1.0,,
43871.0,,1.0,,
44004.0,,1.0,,
44191.0,,1.0,,
48385.0,,1.0,,
48516.0,,1.0,,
48783.0,,1.0,,
50068.0,,1.0,,
51084.0,,1.0,,
54286.0,,1.0,,
58295.0,,1.0,,
58559.0,,2.0,,
64614.0,,1.0,,
69757.0,,1.0,,
71211.0,,1.0,,
77455.0,,1.0,,
78499.0,,1.0,,
79132.0,,1.0,,
80489.0,,1.0,,
80906.0,,1.0,,
81158.0,,1.0,,
81562.0,,1.0,,
81834.0,,1.0,,
84236.0,,1.0,,
88125.0,,1.0,,
88129.0,,1.0,,
91500.0,,1.0,,
91529.0,,1.0,,
91548.0,,1.0,,
93363.0,,1.0,,
96079.0,,1.0,,
96861.0,,1.0,,
97938.0,,1.0,,
104841.0,,1.0,,
106487.0,,1.0,,
835355395.0,,,,4.0
835355441.0,,,,4.0
835355492.0,,,,2.0
835355493.0,,,,2.0
835355511.0,,,,5.0
835355532.0,,,,3.0
835355551.0,,,,1.0
835355552.0,,,,2.0
835355586.0,,,,2.0
835355604.0,,,,3.0
835355619.0,,,,1.0
835355628.0,,,,1.0
835355643.0,,,,1.0
835355664.0,,,,2.0
835355681.0,,,,2.0
835355697.0,,,,3.0
835355710.0,,,,2.0
835355719.0,,,,1.0
835355731.0,,,,2.0
835355749.0,,,,3.0
835355767.0,,,,3.0
835355779.0,,,,2.0
835355790.0,,,,2.0
835355817.0,,,,2.0
835355828.0,,,,1.0
835355840.0,,,,1.0
835355860.0,,,,2.0
835355880.0,,,,1.0
835355896.0,,,,1.0
835355918.0,,,,2.0
835355932.0,,,,2.0
835355968.0,,,,1.0
835355978.0,,,,1.0
835356016.0,,,,1.0
835356031.0,,,,1.0
835356044.0,,,,1.0
835356094.0,,,,1.0
835356109.0,,,,1.0
835356141.0,,,,1.0
835356165.0,,,,1.0
835356199.0,,,,1.0
835356246.0,,,,1.0
851866703.0,,,,2.0
851866704.0,,,,2.0
851866720.0,,,,1.0
851866744.0,,,,4.0
851866763.0,,,,1.0
851866784.0,,,,1.0
851866806.0,,,,1.0
851866901.0,,,,1.0
851866935.0,,,,1.0
851866978.0,,,,1.0
851867289.0,,,,4.0
851867320.0,,,,2.0
851867345.0,,,,1.0
851867379.0,,,,1.0
851867401.0,,,,2.0
851867436.0,,,,3.0
851867553.0,,,,1.0
851867621.0,,,,1.0
851867669.0,,,,1.0
851867688.0,,,,2.0
851867790.0,,,,1.0
851867861.0,,,,1.0
851867941.0,,,,1.0
851868019.0,,,,3.0
851868020.0,,,,3.0
851868044.0,,,,3.0
851868074.0,,,,1.0
851868186.0,,,,1.0
851868187.0,,,,1.0
851868188.0,,,,3.0
851868206.0,,,,1.0
851868246.0,,,,2.0
851868289.0,,,,2.0
851868308.0,,,,1.0
851868321.0,,,,1.0
851868332.0,,,,1.0
851868471.0,,,,2.0
851868524.0,,,,1.0
851868704.0,,,,1.0
851868705.0,,,,1.0
851868750.0,,,,1.0
851868863.0,,,,1.0
851869034.0,,,,2.0
851869035.0,,,,4.0
851869062.0,,,,3.0
851869080.0,,,,1.0
851869102.0,,,,2.0
851869103.0,,,,1.0
851869140.0,,,,3.0
851869160.0,,,,1.0
851869161.0,,,,2.0
851869230.0,,,,1.0
851869291.0,,,,2.0
938627748.0,,,,1.0
938628337.0,,,,3.0
938628450.0,,,,2.0
938628577.0,,,,2.0
938628655.0,,,,3.0
938628690.0,,,,1.0
938628777.0,,,,3.0
938628843.0,,,,5.0
938628897.0,,,,2.0
938628966.0,,,,4.0
938629053.0,,,,2.0
938629054.0,,,,1.0
938629110.0,,,,1.0
938629179.0,,,,1.0
938629250.0,,,,2.0
938629341.0,,,,4.0
938629470.0,,,,2.0
938629522.0,,,,1.0
938629681.0,,,,3.0
938629747.0,,,,1.0
939122916.0,,,,1.0
942765978.0,,,,1.0
942766029.0,,,,1.0
942766059.0,,,,1.0
942766109.0,,,,1.0
942766164.0,,,,1.0
942766213.0,,,,2.0
942766251.0,,,,2.0
942766420.0,,,,4.0
942766472.0,,,,3.0
942766515.0,,,,3.0
942766603.0,,,,2.0
942766679.0,,,,1.0
942766725.0,,,,1.0
942766793.0,,,,1.0
942766845.0,,,,3.0
942766974.0,,,,1.0
942766991.0,,,,1.0
942767029.0,,,,1.0
942767121.0,,,,1.0
942767258.0,,,,8.0
942767328.0,,,,6.0
942767571.0,,,,1.0
949778714.0,,,,2.0
949778771.0,,,,2.0
949778802.0,,,,1.0
949778946.0,,,,1.0
949779022.0,,,,1.0
949779042.0,,,,1.0
949779091.0,,,,1.0
949779173.0,,,,5.0
949810261.0,,,,6.0
949810302.0,,,,3.0
949810534.0,,,,3.0
949810582.0,,,,6.0
949810618.0,,,,2.0
949810645.0,,,,1.0
949810688.0,,,,3.0
949811230.0,,,,2.0
949811315.0,,,,1.0
949811346.0,,,,2.0
949811490.0,,,,3.0
949811523.0,,,,5.0
949811559.0,,,,7.0
949811602.0,,,,3.0
949811603.0,,,,4.0
949811738.0,,,,2.0
949895708.0,,,,2.0
949895732.0,,,,2.0
949895772.0,,,,3.0
949895864.0,,,,1.0
949895887.0,,,,1.0
949895907.0,,,,1.0
949895956.0,,,,1.0
949895993.0,,,,1.0
949896015.0,,,,1.0
949896070.0,,,,7.0
949896114.0,,,,7.0
949896159.0,,,,1.0
949896183.0,,,,2.0
949896244.0,,,,4.0
949896275.0,,,,4.0
949896309.0,,,,5.0
949896377.0,,,,4.0
949896497.0,,,,2.0
949896521.0,,,,1.0
949896543.0,,,,1.0
949918648.0,,,,1.0
949918671.0,,,,1.0
949918693.0,,,,1.0
949918715.0,,,,1.0
949918743.0,,,,3.0
949918764.0,,,,1.0
949918787.0,,,,1.0
949918807.0,,,,1.0
949918875.0,,,,2.0
949918904.0,,,,2.0
949918927.0,,,,3.0
949918970.0,,,,2.0
949918994.0,,,,3.0
949919189.0,,,,1.0
949919247.0,,,,2.0
949919306.0,,,,2.0
949919322.0,,,,1.0
949919372.0,,,,4.0
949919399.0,,,,3.0
949919419.0,,,,2.0
949919454.0,,,,2.0
949919519.0,,,,1.0
949919556.0,,,,2.0
949919591.0,,,,1.0
949919656.0,,,,1.0
949919681.0,,,,2.0
949919738.0,,,,3.0
949919763.0,,,,2.0
949919802.0,,,,1.0
949919845.0,,,,1.0
949919883.0,,,,1.0
949919938.0,,,,1.0
949919978.0,,,,1.0
949920004.0,,,,1.0
949920028.0,,,,2.0
949920047.0,,,,1.0
949920135.0,,,,1.0
949949396.0,,,,3.0
949949444.0,,,,4.0
949949486.0,,,,1.0
949949538.0,,,,5.0
949949638.0,,,,5.0
949982238.0,,,,2.0
949982239.0,,,,3.0
949982274.0,,,,2.0
955407153.0,,,,5.0
968044949.0,,,,3.0
968044981.0,,,,3.0
968045015.0,,,,4.0
968045074.0,,,,2.0
968045106.0,,,,2.0
968045142.0,,,,2.0
968045172.0,,,,1.0
968045173.0,,,,1.0
968045198.0,,,,2.0
968045232.0,,,,4.0
968045353.0,,,,2.0
968045354.0,,,,3.0
968045379.0,,,,2.0
968045407.0,,,,2.0
968045438.0,,,,2.0
968045475.0,,,,4.0
968045500.0,,,,2.0
968045529.0,,,,2.0
968045561.0,,,,1.0
968045587.0,,,,1.0
968045619.0,,,,2.0
968045649.0,,,,1.0
968045680.0,,,,3.0
968045732.0,,,,3.0
968045764.0,,,,2.0
976243912.0,,,,1.0
976243933.0,,,,1.0
976243997.0,,,,3.0
976244107.0,,,,1.0
976244131.0,,,,1.0
976244179.0,,,,2.0
976244205.0,,,,1.0
976244287.0,,,,1.0
976244313.0,,,,2.0
976244343.0,,,,1.0
976244367.0,,,,1.0
976244423.0,,,,1.0
976244471.0,,,,1.0
976244524.0,,,,1.0
976244564.0,,,,1.0
976244591.0,,,,1.0
997937239.0,,,,2.0
997938140.0,,,,1.0
997938151.0,,,,1.0
997938162.0,,,,2.0
997938171.0,,,,2.0
997938203.0,,,,2.0
997938219.0,,,,3.0
997938288.0,,,,3.0
997938310.0,,,,2.0
997938322.0,,,,1.0
997938346.0,,,,3.0
997938358.0,,,,3.0
997938391.0,,,,3.0
997938413.0,,,,1.0
997938437.0,,,,1.0
997938438.0,,,,4.0
997938451.0,,,,3.0
997938466.0,,,,3.0
997938500.0,,,,8.0
997938509.0,,,,1.0
997938528.0,,,,3.0
997938567.0,,,,4.0
997938603.0,,,,1.0
997938656.0,,,,1.0
997938676.0,,,,2.0
997938703.0,,,,1.0
997938712.0,,,,1.0
997938727.0,,,,3.0
997938737.0,,,,2.0
997938749.0,,,,2.0
997938760.0,,,,2.0
997938771.0,,,,2.0
997938784.0,,,,1.0
997938787.0,,,,1.0
997938800.0,,,,2.0
997938822.0,,,,1.0
997938862.0,,,,1.0
997938894.0,,,,2.0
997938905.0,,,,2.0
997938917.0,,,,1.0
997938941.0,,,,1.0
997938981.0,,,,1.0
997939021.0,,,,1.0
997939055.0,,,,1.0
997939065.0,,,,1.0
997939111.0,,,,2.0
997939144.0,,,,1.0
997939162.0,,,,2.0
997939179.0,,,,1.0
997939193.0,,,,2.0
997939207.0,,,,1.0
997939348.0,,,,1.0
997939358.0,,,,1.0
997939360.0,,,,1.0
997939380.0,,,,1.0
997939404.0,,,,1.0
997939415.0,,,,2.0
